id,Name,first_name,last_name,birth_date,canton_de,canton_fr,canton_it,party_de,party_fr,party_it,parl_group_de,parl_group_fr,parl_group_it,v20767,v21029,v22370,v23336,v23487,v23607,v24059,v24907,v25013,v25070,v25320,v25344,v25479,v26199,v25485,v25488,v25607,v25715,v25814,v26464,v26465,v26466,v26764,v26638,v26742
4162,Franz Grüter,Franz,Grüter,1963-07-29,Luzern,Lucerne,Lucerna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
4087,Jean-Paul Gschwind,Jean-Paul,Gschwind,1952-10-31,Jura,Jura,Giura,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,2,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4214,Niklaus-Samuel Gugger,Niklaus-Samuel,Gugger,1970-05-01,Zürich,Zurich,Zurigo,Evangelische Volkspartei der Schweiz,Parti évangélique suisse,Partito evangelico svizzero,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
4310,Lars Guggisberg,Lars,Guggisberg,1977-07-19,Bern,Berne,Berna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0
4216,Diana Gutjahr,Diana,Gutjahr,1984-01-13,Thurgau,Thurgovie,Turgovia,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4121,Barbara Gysi,Barbara,Gysi,1964-05-14,St. Gallen,St-Gall,San Gallo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,2,4,0,4,4,1,1,1,4,1,1,1,1,0
4268,Greta Gysin,Greta,Gysin,1983-10-06,Tessin,Tessin,Ticino,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,1,1,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4236,Martin Haab,Martin,Haab,1962-05-03,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3887,Alfred Heer,Alfred,Heer,1961-10-12,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,4
4314,Stefanie Heimgartner,Stefanie,Heimgartner,1987-04-25,Aargau,Argovie,Argovia,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4129,Verena Herzog,Verena,Herzog,1956-02-07,Thurgau,Thurgovie,Turgovia,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,2,2,0,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
4163,Erich Hess,Erich,Hess,1981-03-25,Bern,Berne,Berna,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4094,Lorenz Hess,Lorenz,Hess,1961-06-28,Bern,Berne,Berna,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,4,1,4,1,1,1,4,4,0,0,1,1,1,1,4,1,1,1,1,0,1,4
4317,Alois Huber,Alois,Huber,1962-11-21,Aargau,Argovie,Argovia,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
4270,Baptiste Hurni,Baptiste,Hurni,1986-04-04,Neuenburg,Neuchâtel,Neuchâtel,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
3890,Thomas Hurter,Thomas,Hurter,1963-11-01,Schaffhausen,Schaffhouse,Sciaffusa,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,4,0,4,4,4,0,0,0
4164,Christian Imark,Christian,Imark,1982-01-29,Solothurn,Soleure,Soletta,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,2,0,0,4,0,0,1,1,0,1,0,2,0,4,0,0,0,0,0,0,0
4328,Natalie Imboden,Natalie,Imboden,1970-09-04,Bern,Berne,Berna,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4208,Matthias Samuel Jauslin,Matthias Samuel,Jauslin,1962-04-20,Aargau,Argovie,Argovia,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4331,Marc Jost,Marc,Jost,1974-02-06,Bern,Berne,Berna,Evangelische Volkspartei der Schweiz,Parti évangélique suisse,Partito evangelico svizzero,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,0,1,1
4218,Irène Kälin,Irène,Kälin,1987-02-06,Aargau,Argovie,Argovia,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,4,1,3,5,5,5,5,5,5,0,5,5,5,5,4,1,1,1,1,2,1
4271,Sidney Kamerzin,Sidney,Kamerzin,1975-03-19,Wallis,Valais,Vallese,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4098,Peter Keller,Peter,Keller,1971-04-22,Nidwalden,Nidwald,Nidvaldo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,0,0,0,0
4272,Delphine Klopfenstein Broggini,Delphine,Klopfenstein Broggini,1976-06-09,Genf,Genève,Ginevra,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,4,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4166,Roger Köppel,Roger,Köppel,1965-03-21,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,4,0,0,0,4,4,0,0,4,4,1,4,4,4,4,0,0,4,0,0,0,4,4,4
4225,Philipp Kutter,Philipp,Kutter,1975-08-31,Zürich,Zurich,Zurigo,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,1,4,1,1,1,1,4,4,4,1,3,1,1,1,1,1,3,3,3,3,3,3
4008,Martin Landolt,Martin,Landolt,1968-06-30,Glarus,Glaris,Glarona,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,4,4,1,4,1,1,1,1,2,4,1,4,4,1,4,1,1,1,1,0,1,4
4273,Sandra Locher Benguerel,Sandra,Locher Benguerel,1975-09-16,Graubünden,Grisons,Grigioni,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4118,Christian Lohr,Christian,Lohr,1962-04-05,Thurgau,Thurgovie,Turgovia,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,4,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
3895,Christian Lüscher,Christian,Lüscher,1963-12-06,Genf,Genève,Ginevra,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,2,1,1,1,0,1,0,1,4,1,1,1,1,1,1,4,4,1,1,1,4,0,4
4274,Jörg Mäder,Jörg,Mäder,1975-07-20,Zürich,Zurich,Zurigo,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4327,Raphaël Mahaim,Raphaël,Mahaim,1983-12-31,Waadt,Vaud,Vaud,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
491,Pierre-Yves Maillard,Pierre-Yves,Maillard,1968-03-16,Waadt,Vaud,Vaud,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1,1,1,1,1,1,1,1
4275,Vincent Maitre,Vincent,Maitre,1981-01-12,Genf,Genève,Ginevra,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4311,Piero Marchesi,Piero,Marchesi,1981-09-19,Tessin,Tessin,Ticino,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,2,0,0,0,0,0,0
1139,Christa Markwalder,Christa,Markwalder,1975-07-27,Bern,Berne,Berna,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,2,1,1,1,1,0,3,3,3,1,1,1,4,1,1,1,1,1,1,1,1,0,0,1
3923,Ada Marra,Ada,Marra,1973-03-10,Waadt,Vaud,Vaud,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4197,Min Li Marti,Min Li,Marti,1974-06-01,Zürich,Zurich,Zurigo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,4,1,3,1,1,1,1,1,0,0,1,4,1,1,1,1,1,1,1,1
4228,Samira Marti,Samira,Marti,1994-01-23,Basel-Landschaft,Bâle-Campagne,Basilea-Campagna,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
4167,Magdalena Martullo-Blocher,Magdalena,Martullo-Blocher,1969-08-13,Graubünden,Grisons,Grigioni,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,4,0,4,0,0,4,0,4
4130,Nadine Masshardt,Nadine,Masshardt,1984-10-04,Bern,Berne,Berna,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4
4276,Michel Matter,Michel,Matter,1964-12-31,Genf,Genève,Ginevra,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4144,Thomas Matter,Thomas,Matter,1966-03-23,Zürich,Zurich,Zurigo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4333,Andreas Meier,Andreas,Meier,1962-02-11,Aargau,Argovie,Argovia,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,0,1,1
4277,Melanie Mettler,Melanie,Mettler,1977-12-03,Bern,Berne,Berna,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,1,1,1,1,1,1,1,3,1,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4198,Mattea Meyer,Mattea,Meyer,1987-11-09,Zürich,Zurich,Zurigo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,4,4,1,1,1,4,1,1,0,0,1,1,1,1,4,4,4,1,1,1
4278,Sophie Michaud Gigon,Sophie,Michaud Gigon,1975-01-20,Waadt,Vaud,Vaud,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4223,Fabian Molina,Fabian,Molina,1990-07-08,Zürich,Zurich,Zurigo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,1,4,1,1,1,1,1,1
3897,Tiana Angelina Moser,Tiana Angelina,Moser,1979-04-06,Zürich,Zurich,Zurigo,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4
4097,Leo Müller,Leo,Müller,1958-07-04,Luzern,Lucerne,Lucerna,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4063,Stefan Müller-Altermatt,Stefan,Müller-Altermatt,1976-06-17,Solothurn,Soleure,Soletta,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,1,3,4,3,1,0,4,1,0,0,1,1,1,4,4,1,1,1,1,3,3,3
4134,Martina Munz,Martina,Munz,1955-12-26,Schaffhausen,Schaffhouse,Sciaffusa,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
4193,Philippe Nantermod,Philippe,Nantermod,1984-03-27,Wallis,Valais,Vallese,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,1
4168,Jacques Nicolet,Jacques,Nicolet,1965-10-24,Waadt,Vaud,Vaud,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0
1279,Roger Nordmann,Roger,Nordmann,1973-03-23,Waadt,Vaud,Vaud,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,1,1,4,4,4,4,1,4
3899,Eric Nussbaumer,Eric,Nussbaumer,1960-07-11,Basel-Landschaft,Bâle-Campagne,Basilea-Campagna,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,2
4222,Nicolo Paganini,Nicolo,Paganini,1966-06-08,St. Gallen,St-Gall,San Gallo,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,4
4169,Pierre-André Page,Pierre-André,Page,1960-04-19,Freiburg,Fribourg,Friburgo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
4308,Isabelle Pasquier-Eichenberger,Isabelle,Pasquier-Eichenberger,1973-03-17,Genf,Genève,Ginevra,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1109,Gerhard Pfister,Gerhard,Pfister,1962-10-01,Zug,Zoug,Zugo,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,4,1,1,1,1,4,0,0,1,1,1,1,4,1,1,1,1,0,1,4
4109,Valérie Piller Carrard,Valérie,Piller Carrard,1978-09-09,Freiburg,Fribourg,Friburgo,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4279,François Pointet,François,Pointet,1969-06-25,Waadt,Vaud,Vaud,Grünliberale Partei,Parti vert'libéral,Partito Verde liberale,Grünliberale Fraktion,Groupe vert'libéral,Gruppo verde liberale,1,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4280,Léonore Porchet,Léonore,Porchet,1989-07-09,Waadt,Vaud,Vaud,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4141,Hans-Peter Portmann,Hans-Peter,Portmann,1963-02-22,Zürich,Zurich,Zurigo,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,4,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1
3999,Katharina Prelicz-Huber,Katharina,Prelicz-Huber,1959-10-12,Zürich,Zurich,Zurigo,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4301,Stefania Prezioso Batou,Stefania,Prezioso Batou,1969-01-25,Genf,Genève,Ginevra,Ensemble à Gauche,Ensemble à Gauche,Ensemble à Gauche,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,1,1,1,4,1,1,1,4,1,0,1,1,1,4,0,1,4,2,1,1,1,1,1,1,1
4281,Jon Pult,Jon,Pult,1984-10-12,Graubünden,Grisons,Grigioni,Sozialdemokratische Partei der Schweiz,Parti socialiste suisse,Partito socialista svizzero,Sozialdemokratische Fraktion,Groupe socialiste,Gruppo socialista,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4307,Valentine Python,Valentine,Python,1975-06-18,Waadt,Vaud,Vaud,GRÜNE Schweiz,Les VERT-E-S suisses,VERDI Svizzeri,Grüne Fraktion,Groupe des VERT-E-S,Gruppo dei Verdi,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4046,Lorenzo Quadri,Lorenzo,Quadri,1974-11-05,Tessin,Tessin,Ticino,Lega dei Ticinesi,Lega dei Ticinesi,Lega dei Ticinesi,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,4,0,4,0,0,0,0,0,0
4282,Thomas Rechsteiner,Thomas,Rechsteiner,1971-11-14,Appenzell I.-Rh.,Appenzell Rh.-Int.,Appenzello Interno,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,4,4,1,1,1,0,1,1
4072,Fabio Regazzi,Fabio,Regazzi,1962-06-22,Tessin,Tessin,Ticino,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,2,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
3901,Lukas Reimann,Lukas,Reimann,1982-09-18,St. Gallen,St-Gall,San Gallo,Schweizerische Volkspartei,Union Démocratique du Centre,Unione democratica di Centro,Fraktion der Schweizerischen Volkspartei,Groupe de l'Union démocratique du Centre,Gruppo dell'Unione democratica di Centro,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
4313,Maja Riniker,Maja,Riniker,1978-05-23,Aargau,Argovie,Argovia,FDP.Die Liberalen,PLR.Les Libéraux-Radicaux,PLR.I Liberali Radicali,FDP-Liberale Fraktion,Groupe libéral-radical,Gruppo liberale radicale,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
4052,Markus Ritter,Markus,Ritter,1967-04-19,St. Gallen,St-Gall,San Gallo,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,4,1,1,1,1,2,1,2,1,1,0,0,1,1,1,4,1,1,1,1,1,0,4,1
4220,Benjamin Roduit,Benjamin,Roduit,1962-11-22,Wallis,Valais,Vallese,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4120,Marco Romano,Marco,Romano,1982-11-06,Tessin,Tessin,Ticino,Die Mitte,Le Centre,Alleanza del Centro,Die Mitte-Fraktion. Die Mitte. EVP.,Le Groupe du Centre. Le Centre. PEV.,Il Gruppo del Centro. Alleanza del Centro. PEV.,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1
